Geography,ES-over16,ES-over16-iLF,ES-over16-iLF-CIV,ES-over16-iLF-CIV-E,ES-over16-iLF-CIV-UE,ES-over16-iLF-AF,ES-over16-oLF,ES-over16-F-iLF,ES-over16-F-iLF-CIV,ES-over16-F-iLF-CIV-E,CTW-over16,CTW-over16-CTV-alone,OCC-over16-iLF-CIV-E-mgmt_biz_sci_arts,OCC-over16-iLF-CIV-E-prod_trans_materials,IND-over16-iLF-CIV-E - Manufacturing,COW-over16-iLF-CIV-E-private_emp,COW-over16-iLF-CIV-E-govt,INC - Total households,INC - Wage.Earner.Count,INC - Social.Security.Recip.Cnt,INC - Food.Stamp.Cnt,INC - Families,INC - NonFam,HIC-Civilian.NIP,HIC-Civilian.NIP-Covered,HIC-Civilian.NIP-Covered-Private,HIC-Civilian.NIP-Covered-Public,HIC-Civilian.NIP-Uninsured,HIC-Civilian.NIP <Age19,HIC-Civilian.NIP Age19-64,HIC-Civilian.NIP Age19-64-iLF,HIC-Civilian.NIP Age19-64-iLF-E,HIC-Civilian.NIP Age19-64-iLF-E-Covered,HIC-Civilian.NIP Age19-64-iLF-E-Covered-Private,HIC-Civilian.NIP Age19-64-iLF-E-Uninsured,HIC-Civilian.NIP Age19-64-iLF-UE,HIC-Civilian.NIP Age19-64-iLF-UE-Covered,HIC-Civilian.NIP Age19-64-iLF-UE-Uninsured,HIC-Civilian.NIP Age19-64-oLF,HIC-Civilian.NIP Age19-64-oLF-Covered,above_average_median,above_weighted_median,modal_income
"Kearny County, Kansas",2898,0.647688061,0.647688061,0.622153209,0.025534852,0,0.352311939,0.405966969,0.405966969,0.412645591,0.935002664,0.792022792,0.390460344,0.205213533,0.151968941,0.712701054,0.18968386,1242,0.778582931,0.347020934,0.069243156,905,337,3868,0.883143744,0.737331954,0.236039297,0.116856256,1230,2141,0.785147128,0.765063055,0.874847375,0.84981685,0.125152625,0.020084073,0.744186047,0.255813953,0.214852872,359,1,0,6
"Kingman County, Kansas",6065,0.631327288,0.631327288,0.601483924,0.029843364,0,0.368672712,0.434317054,0.434317054,0.43558114,0.939670932,0.812395775,0.32620614,0.164473684,0.160635965,0.699561404,0.155701754,3148,0.753811944,0.398348158,0.054955527,2050,1098,7445,0.925721961,0.77824043,0.310946944,0.074278039,1742,4157,0.814770267,0.774115949,0.889372281,0.869484152,0.110627719,0.040654318,0.668639053,0.331360947,0.185229733,697,1,0,6
"Kiowa County, Kansas",2036,0.644891945,0.644891945,0.62524558,0.019646365,0,0.355108055,0.457730388,0.457730388,0.457187745,0.955064737,0.795055821,0.402199529,0.109976434,0.021995287,0.704634721,0.179890024,1004,0.775896414,0.366533865,0.073705179,632,372,2454,0.921760391,0.735126324,0.362265689,0.078239609,622,1349,0.80948851,0.787249815,0.903954802,0.880414313,0.096045198,0.022238695,0.933333333,0.066666667,0.19051149,220,0,0,5
"Labette County, Kansas",16160,0.618007426,0.618007426,0.588737624,0.029269802,0,0.381992574,0.4852308,0.4852308,0.483392895,0.936016822,0.843923834,0.325940719,0.201597646,0.203594703,0.738700862,0.198759723,8098,0.738083477,0.355643369,0.104964189,5570,2528,20228,0.8971228,0.660717817,0.383181728,0.1028772,5220,11507,0.776396976,0.741374815,0.905052163,0.850310632,0.094947837,0.03502216,0.583126551,0.416873449,0.223603024,2002,0,0,6
"Lane County, Kansas",1379,0.664974619,0.664974619,0.641769398,0.023205221,0,0.335025381,0.423118866,0.423118866,0.42259887,0.920392585,0.867298578,0.298305085,0.082485876,0.006779661,0.55480226,0.236158192,828,0.748792271,0.330917874,0.06763285,484,344,1694,0.901416765,0.736127509,0.306375443,0.098583235,417,936,0.842948718,0.820512821,0.83984375,0.809895833,0.16015625,0.022435897,0.619047619,0.380952381,0.157051282,142,1,0,6
"Leavenworth County, Kansas",62465,0.611638518,0.579620588,0.555158889,0.024461699,0.03201793,0.388361482,0.450138722,0.471137381,0.473556722,0.988758769,0.813989218,0.377588096,0.11399158,0.071947633,0.707941634,0.254599458,27233,0.80185804,0.283736643,0.070098777,19598,7635,72021,0.946224018,0.825037142,0.284778051,0.053775982,20147,41770,0.786018674,0.756380177,0.931980756,0.90760904,0.068019244,0.029638497,0.62358643,0.37641357,0.213981326,8262,1,1,6
"Lincoln County, Kansas",2506,0.634078212,0.634078212,0.596169194,0.037909018,0,0.365921788,0.483322845,0.483322845,0.473226238,0.906230334,0.778472222,0.385542169,0.115127175,0.064926372,0.618473896,0.253012048,1275,0.79372549,0.414901961,0.072156863,785,490,3055,0.900163666,0.735188216,0.345335516,0.099836334,772,1607,0.835718731,0.792159303,0.876669285,0.848389631,0.123330715,0.043559428,0.314285714,0.685714286,0.164281269,216,0,0,6
"Linn County, Kansas",7738,0.567976221,0.567976221,0.535151202,0.032825019,0,0.432023779,0.473492605,0.473492605,0.46776141,0.929692833,0.840920215,0.247041777,0.171214682,0.091040811,0.748611447,0.166867906,4433,0.693661178,0.41191067,0.102864877,2892,1541,9541,0.894560319,0.728225553,0.369248506,0.105439681,2294,5247,0.751858205,0.714884696,0.851239669,0.820581178,0.148760331,0.036973509,0.515463918,0.484536082,0.248141795,1067,0,0,6
"Logan County, Kansas",2226,0.648697215,0.647349506,0.628032345,0.019317161,0.001347709,0.351302785,0.447368421,0.446217904,0.433476395,0.932685635,0.761160714,0.340486409,0.149499285,0.06795422,0.60658083,0.248211731,1168,0.804794521,0.33989726,0.054794521,755,413,2749,0.941433248,0.774099673,0.355038196,0.058566752,701,1508,0.804376658,0.780503979,0.929481733,0.884451997,0.070518267,0.023872679,1,0,0.195623342,259,1,0,6
"Lyon County, Kansas",26612,0.695175109,0.69427326,0.653802796,0.040470464,0.000901849,0.304824891,0.484864865,0.485494696,0.483878384,0.919030093,0.779623086,0.308868326,0.197655038,0.164492212,0.741134548,0.201850681,13552,0.80762987,0.27877804,0.105076741,8155,5397,32903,0.89156004,0.705285232,0.299942255,0.10843996,8051,20481,0.82964699,0.785899126,0.870899602,0.840767893,0.129100398,0.043747864,0.654017857,0.345982143,0.17035301,2681,0,0,6
"McPherson County, Kansas",22978,0.681086256,0.6798677,0.663156062,0.016711637,0.001218557,0.318913744,0.46115016,0.4619767,0.465612285,0.959224171,0.832032032,0.360939756,0.185260533,0.206720042,0.781204883,0.125607035,12077,0.81187381,0.314150865,0.053655709,8106,3971,28121,0.936702109,0.795633157,0.283844813,0.063297891,6994,16286,0.849932457,0.829608252,0.915550292,0.890903708,0.084449708,0.020324205,0.67673716,0.32326284,0.150067543,2093,1,0,6
"Marion County, Kansas",9809,0.606585789,0.604546845,0.580793149,0.023753696,0.002038944,0.393414211,0.478991597,0.480607083,0.473933649,0.943844857,0.78113275,0.306126031,0.206951027,0.185887309,0.755660874,0.146919431,4857,0.734609841,0.387893762,0.051883879,3313,1544,11720,0.926535836,0.763481229,0.345307167,0.073464164,2754,6528,0.806985294,0.77879902,0.903225806,0.87018096,0.096774194,0.028186275,0.804347826,0.195652174,0.193014706,1035,1,0,6
"Marshall County, Kansas",7777,0.655651279,0.653851099,0.626848399,0.0270027,0.00180018,0.344348721,0.468327123,0.469616519,0.473435897,0.952015733,0.805205536,0.306666667,0.230153846,0.196512821,0.746051282,0.145230769,4209,0.75599905,0.403183654,0.064148254,2775,1434,9699,0.921022786,0.784307661,0.294978864,0.078977214,2424,5339,0.843603671,0.812511706,0.897418165,0.874596588,0.102581835,0.031091965,0.753012048,0.246987952,0.156396329,680,1,0,6
"Meade County, Kansas",3284,0.644031669,0.644031669,0.625761267,0.018270402,0,0.355968331,0.425059102,0.425059102,0.415085158,0.965484634,0.707639569,0.375182482,0.109975669,0.060340633,0.643309002,0.240875912,1674,0.802270012,0.324970131,0.075268817,1207,467,4171,0.864061376,0.687844642,0.319587629,0.135938624,1211,2292,0.816753927,0.795375218,0.8496983,0.829402084,0.1503017,0.021378709,0.632653061,0.367346939,0.183246073,291,1,0,6
"Miami County, Kansas",25732,0.661666408,0.661666408,0.632869579,0.028796829,0,0.338333592,0.48349583,0.48349583,0.48633712,0.938505815,0.828900432,0.355603316,0.134786613,0.089223212,0.778937673,0.143322076,12771,0.789444836,0.332550309,0.086445854,8898,3873,32390,0.932448287,0.807317073,0.258042606,0.067551713,8792,18500,0.836972973,0.801675676,0.909716135,0.891308745,0.090283865,0.035297297,0.683001531,0.316998469,0.163027027,2728,1,1,6
"Mitchell County, Kansas",5049,0.590612002,0.590612002,0.568033274,0.022578728,0,0.409387998,0.457411133,0.457411133,0.465481172,0.934607646,0.873699318,0.391910739,0.137029289,0.069037657,0.743723849,0.145746165,2725,0.739449541,0.353394495,0.036330275,1613,1112,6079,0.938312222,0.78433953,0.314854417,0.061687778,1499,3291,0.785475539,0.764509268,0.930047695,0.901430843,0.069952305,0.020966272,0.782608696,0.217391304,0.214524461,586,0,0,6
"Montgomery County, Kansas",26280,0.587214612,0.586796043,0.552587519,0.034208524,0.000418569,0.412785388,0.456648523,0.456974256,0.46618923,0.929900785,0.80083682,0.29506955,0.223316348,0.221525961,0.773722628,0.159068999,13619,0.712240253,0.375284529,0.149790734,8865,4754,32940,0.880540376,0.655464481,0.379022465,0.119459624,8444,18545,0.743380965,0.702291723,0.854576167,0.811655405,0.145423833,0.041089242,0.3832021,0.6167979,0.256619035,3866,0,0,6
"Morris County, Kansas",4553,0.61805403,0.617395124,0.602899187,0.014495937,0.000658906,0.38194597,0.432835821,0.433297759,0.434608379,0.965848453,0.774953959,0.290346084,0.143533698,0.09726776,0.671038251,0.167213115,2325,0.766451613,0.40172043,0.071827957,1573,752,5525,0.910950226,0.773755656,0.338642534,0.089049774,1292,2958,0.799188641,0.779580798,0.892888118,0.87727667,0.107111882,0.019607843,0.448275862,0.551724138,0.200811359,465,1,0,6
"Morton County, Kansas",2304,0.605902778,0.605902778,0.553385417,0.052517361,0,0.394097222,0.386819484,0.386819484,0.407058824,0.898280802,0.71291866,0.294901961,0.053333333,0.025098039,0.696470588,0.205490196,1115,0.765022422,0.329147982,0.052914798,738,377,2847,0.865823674,0.704952582,0.298208641,0.134176326,798,1605,0.780685358,0.716510903,0.879130435,0.843478261,0.120869565,0.064174455,0.970873786,0.029126214,0.219314642,272,0,0,6
"Nemaha County, Kansas",7788,0.671674371,0.671674371,0.65960452,0.012069851,0,0.328325629,0.475243739,0.475243739,0.47245474,0.962722233,0.772041303,0.355460385,0.165271559,0.183959509,0.760171306,0.143663617,4123,0.778074218,0.320882852,0.047295659,2772,1351,9824,0.942894951,0.802320847,0.285830619,0.057105049,2784,5298,0.869195923,0.859192148,0.922231986,0.898725835,0.077768014,0.010003775,0.830188679,0.169811321,0.130804077,578,1,0,6
"Neosho County, Kansas",12592,0.606972681,0.606972681,0.589104193,0.017868488,0,0.393027319,0.463299751,0.463299751,0.463467242,0.960748397,0.816151437,0.309787005,0.189404152,0.171609598,0.736991103,0.191291453,6521,0.744824413,0.380309768,0.140315902,4370,2151,16001,0.882757328,0.666645835,0.345978376,0.117242672,4219,8954,0.768259996,0.745700246,0.851280515,0.829713943,0.148719485,0.02255975,0.618811881,0.381188119,0.231740004,1630,0,0,6
"Ness County, Kansas",2419,0.614303431,0.614303431,0.598181067,0.016122365,0,0.385696569,0.409152086,0.409152086,0.410504492,0.956258412,0.7565095,0.328956462,0.148583276,0.06496199,0.612992398,0.217000691,1327,0.7279578,0.387339864,0.039186134,902,425,2950,0.921355932,0.791525424,0.332881356,0.078644068,672,1581,0.817836812,0.799493991,0.939082278,0.9375,0.060917722,0.018342821,0.482758621,0.517241379,0.182163188,238,0,0,6
"Norton County, Kansas",4557,0.56791749,0.56791749,0.55365372,0.01426377,0,0.43208251,0.488021638,0.488021638,0.481173207,0.962905719,0.820626003,0.359492667,0.107411811,0.081648831,0.618311534,0.248117321,1906,0.777019937,0.40818468,0.0818468,1333,573,4720,0.957415254,0.753177966,0.337288136,0.042584746,1112,2619,0.849942726,0.825124093,0.937528922,0.914391485,0.062471078,0.024818633,0.261538462,0.738461538,0.150057274,387,1,0,6
"Osage County, Kansas",12576,0.628101145,0.625079517,0.581583969,0.043495547,0.003021628,0.371898855,0.484744904,0.485434423,0.490155865,0.911970487,0.807225554,0.318293683,0.138774952,0.078753076,0.741591468,0.191823899,6604,0.740460327,0.391278013,0.093125379,4545,2059,15683,0.902952241,0.733086782,0.341962635,0.097047759,3851,8965,0.779252649,0.725711099,0.900860744,0.868275438,0.099139256,0.05354155,0.520833333,0.479166667,0.220747351,1690,1,0,6
"Osborne County, Kansas",2972,0.606325707,0.606325707,0.589502019,0.016823688,0,0.393674293,0.464483907,0.464483907,0.457762557,0.962264151,0.791234141,0.381849315,0.179794521,0.134703196,0.665525114,0.188356164,1713,0.699941623,0.410974898,0.07530648,979,734,3583,0.907619313,0.758861289,0.341334078,0.092380687,802,1984,0.78578629,0.760584677,0.846255799,0.841616965,0.153744201,0.025201613,0.44,0.56,0.21421371,373,0,0,6
"Ottawa County, Kansas",4776,0.649916248,0.649916248,0.628559464,0.021356784,0,0.350083752,0.443298969,0.443298969,0.443371086,0.93878866,0.778997941,0.348434377,0.138907395,0.115922718,0.695536309,0.147235177,2437,0.782929832,0.355765285,0.059089044,1684,753,5869,0.911569262,0.764184699,0.299369569,0.088430738,1522,3272,0.841381418,0.812347188,0.89503386,0.881113619,0.10496614,0.02903423,0.368421053,0.631578947,0.158618582,391,1,0,6
"Pawnee County, Kansas",5697,0.497103739,0.497103739,0.491311216,0.005792522,0,0.502896261,0.445621469,0.445621469,0.450518042,0.969985876,0.848198034,0.411575563,0.076455877,0.015005359,0.541264737,0.36227224,2590,0.747104247,0.396911197,0.093050193,1608,982,5699,0.916476575,0.745569398,0.368485699,0.083523425,1167,3251,0.789910797,0.780375269,0.875049271,0.855340954,0.124950729,0.009535528,0.35483871,0.64516129,0.210089203,554,0,0,6
"Phillips County, Kansas",4337,0.650219045,0.650219045,0.638690339,0.011528706,0,0.349780955,0.464539007,0.464539007,0.466064982,0.969148936,0.798024149,0.328519856,0.140794224,0.077978339,0.709747292,0.187725632,2326,0.764402408,0.379621668,0.053310404,1495,831,5345,0.944995323,0.790832554,0.347427502,0.055004677,1344,2875,0.833043478,0.820521739,0.917761763,0.887240356,0.082238237,0.012521739,0.666666667,0.333333333,0.166956522,411,0,0,5
"Pottawatomie County, Kansas",17238,0.675020304,0.656340643,0.630757628,0.025583014,0.018679661,0.324979696,0.43511516,0.445465795,0.441920353,0.978080255,0.786372673,0.404948036,0.133817714,0.106410374,0.696219994,0.224593029,8510,0.826439483,0.274618096,0.070387779,6185,2325,22632,0.939554613,0.811859314,0.253313892,0.060445387,7049,12656,0.799067636,0.769358407,0.92472014,0.910136592,0.07527986,0.029709229,0.771276596,0.228723404,0.200932364,2126,1,1,6
"Pratt County, Kansas",7517,0.652920048,0.640681123,0.614207796,0.026473327,0.012238925,0.347079952,0.455582722,0.464285714,0.458956032,0.963662791,0.80435251,0.329001516,0.130171107,0.054364306,0.760883691,0.163309508,3742,0.775788348,0.34847675,0.053981828,2370,1372,9440,0.910487288,0.746398305,0.307309322,0.089512712,2513,5266,0.804975313,0.770983669,0.87955665,0.860591133,0.12044335,0.033991645,0.430167598,0.569832402,0.195024687,865,1,0,6
"Rawlins County, Kansas",2085,0.60383693,0.60383693,0.594724221,0.00911271,0,0.39616307,0.396346307,0.396346307,0.397580645,0.964257347,0.692751236,0.418548387,0.093548387,0.065322581,0.625,0.167741935,1170,0.797435897,0.443589744,0.048717949,751,419,2481,0.946392584,0.782748892,0.351874244,0.053607416,511,1340,0.791791045,0.778358209,0.919463087,0.891658677,0.080536913,0.013432836,0.666666667,0.333333333,0.208208955,258,1,0,6
"Reno County, Kansas",50599,0.619834384,0.619498409,0.588647997,0.030850412,0.000335975,0.380165616,0.47431687,0.474574108,0.477857982,0.935717476,0.823770073,0.313949975,0.153936545,0.136679537,0.792815175,0.147859661,25015,0.762102738,0.376294223,0.121447132,16261,8754,60842,0.910982545,0.719305743,0.356727261,0.089017455,15374,34370,0.804480652,0.766424207,0.884632906,0.850922481,0.115367094,0.038056445,0.489296636,0.510703364,0.195519348,5785,0,0,6
"Republic County, Kansas",3904,0.628842213,0.628586066,0.612192623,0.016393443,0.000256148,0.371157787,0.457433809,0.457620212,0.456903766,0.966585167,0.811551433,0.389121339,0.141841004,0.123430962,0.713807531,0.155648536,2307,0.736887733,0.403987863,0.055049848,1308,999,4610,0.943383948,0.759219089,0.392841649,0.056616052,937,2485,0.840643863,0.818108652,0.924249877,0.90703394,0.075750123,0.022535211,0.607142857,0.392857143,0.159356137,335,0,0,6
"Rice County, Kansas",7842,0.649069115,0.649069115,0.606988013,0.042081102,0,0.350930885,0.470923379,0.470923379,0.47605042,0.920039293,0.786888747,0.346848739,0.14789916,0.13487395,0.774789916,0.161554622,3932,0.774669379,0.356052899,0.105544252,2627,1305,9661,0.884380499,0.708415278,0.317358452,0.115619501,2453,5595,0.808757819,0.75406613,0.83360986,0.813225883,0.16639014,0.054691689,0.745098039,0.254901961,0.191242181,861,0,0,6
"Riley County, Kansas",64005,0.693320834,0.589469573,0.556659636,0.032809937,0.103851262,0.306679166,0.408396431,0.473879509,0.475062449,1.100347213,0.736962544,0.425608353,0.073254933,0.049678633,0.651547896,0.302927391,26686,0.856666417,0.171700517,0.054635389,14559,12127,68618,0.940176047,0.856859716,0.183144364,0.059823953,14870,47753,0.734655414,0.695977216,0.915300135,0.890868061,0.084699865,0.038678198,0.847861397,0.152138603,0.265344586,11952,0,0,6
"Rooks County, Kansas",4121,0.628245571,0.627032274,0.605435574,0.0215967,0.001213298,0.371754429,0.499034376,0.5,0.49739479,0.95626935,0.805746661,0.336673347,0.119839679,0.080561122,0.679759519,0.204408818,2144,0.74766791,0.379197761,0.063432836,1391,753,4949,0.908062235,0.717518691,0.355425338,0.091937765,1240,2682,0.849739001,0.817673378,0.886456908,0.869585043,0.113543092,0.032065623,0.523255814,0.476744186,0.150260999,330,0,0,6
"Rush County, Kansas",2545,0.621611002,0.621611002,0.591355599,0.030255403,0,0.378388998,0.476611884,0.476611884,0.467109635,0.925410872,0.74863388,0.350830565,0.118272425,0.07641196,0.59269103,0.243189369,1432,0.717877095,0.426675978,0.100558659,850,582,3051,0.926581449,0.784988528,0.331039004,0.073418551,676,1668,0.821342926,0.782374101,0.90651341,0.879693487,0.09348659,0.038968825,0.353846154,0.646153846,0.178657074,246,0,0,6
"Russell County, Kansas",5707,0.624145786,0.623620116,0.593481689,0.030138426,0.00052567,0.375854214,0.440482875,0.440854173,0.452317685,0.938465861,0.875748503,0.341895483,0.186595807,0.159433127,0.727192205,0.188367287,3161,0.73426131,0.401771591,0.09237583,2026,1135,6867,0.931411097,0.741226154,0.394349789,0.068588903,1559,3747,0.809447558,0.767280491,0.931478261,0.858086957,0.068521739,0.042167067,0.46835443,0.53164557,0.190552442,562,0,0,6
"Saline County, Kansas",43550,0.670057405,0.664064294,0.636050517,0.028013777,0.005993111,0.329942595,0.465885336,0.469502075,0.470577617,0.956189488,0.834014393,0.331083032,0.194404332,0.19465704,0.830433213,0.123898917,22294,0.774199336,0.316766843,0.10446757,13963,8331,54446,0.904657826,0.728115931,0.309903391,0.095342174,13814,31983,0.8147766,0.781227527,0.887537021,0.857320099,0.112462979,0.033549073,0.643988816,0.356011184,0.1852234,4520,0,0,6
"Scott County, Kansas",3895,0.699101412,0.696020539,0.658279846,0.037740693,0.003080873,0.300898588,0.469335292,0.466986352,0.453978159,0.909996311,0.858532631,0.441887676,0.0975039,0.047581903,0.657566303,0.150156006,2105,0.818052257,0.345368171,0.025653207,1426,679,4884,0.950859951,0.871212121,0.242424242,0.049140049,1265,2834,0.88355681,0.831686662,0.93848112,0.932541366,0.06151888,0.051870148,0.959183673,0.040816327,0.11644319,278,1,1,8
"Sedgwick County, Kansas",390829,0.668765624,0.663765995,0.626754924,0.037011071,0.004999629,0.331234376,0.466999269,0.469915465,0.468422643,0.939753835,0.850084089,0.357810038,0.137768724,0.182417923,0.825305976,0.125329654,195072,0.791051509,0.275395751,0.110251599,125797,69275,504644,0.88511307,0.705398261,0.293260199,0.11488693,140383,298601,0.799411254,0.757495789,0.861606886,0.829496571,0.138393114,0.041915466,0.556487696,0.443512304,0.200588746,47167,1,0,6
"Seward County, Kansas",16541,0.70854241,0.70854241,0.656913125,0.051629285,0,0.29145759,0.410068259,0.410068259,0.404012516,0.919539249,0.716154774,0.205595435,0.290447267,0.264586784,0.789342904,0.146143935,7573,0.860161099,0.220652317,0.110392183,5474,2099,22750,0.804967033,0.597450549,0.279692308,0.195032967,7686,12990,0.809006928,0.747113164,0.757753735,0.732921175,0.242246265,0.061893764,0.400497512,0.599502488,0.190993072,1528,0,0,5
"Shawnee County, Kansas",140187,0.63809055,0.636606818,0.602217039,0.034389779,0.001483732,0.36190945,0.489133837,0.489702389,0.494379494,0.932488459,0.831901369,0.38162586,0.12808121,0.096466603,0.758264928,0.198701776,71601,0.749696233,0.343263362,0.100208098,44672,26929,175061,0.911156683,0.745191676,0.324361223,0.088843317,44778,101981,0.800345162,0.762445946,0.889717703,0.857192464,0.110282297,0.037899217,0.628460543,0.371539457,0.199654838,17074,1,0,6
"Sheridan County, Kansas",1944,0.640432099,0.640432099,0.627057613,0.013374486,0,0.359567901,0.420080321,0.420080321,0.423297785,0.96626506,0.729842062,0.409351928,0.142739951,0.013125513,0.598031173,0.236259229,1144,0.773601399,0.378496503,0.063811189,781,363,2471,0.900849858,0.722784298,0.380008094,0.099150142,600,1334,0.811844078,0.797601199,0.842105263,0.815789474,0.157894737,0.014242879,0.263157895,0.736842105,0.188155922,216,1,0,6
"Sherman County, Kansas",4688,0.646331058,0.637585324,0.611348123,0.026237201,0.008745734,0.353668942,0.443234323,0.449314152,0.456385206,0.924723988,0.841895803,0.378227495,0.102233077,0.063154222,0.7034194,0.221563154,2729,0.78930011,0.352143642,0.08537926,1766,963,5902,0.917485598,0.714503558,0.355303287,0.082514402,1453,3361,0.800357037,0.768223743,0.935321456,0.920991479,0.064678544,0.032133294,0.490740741,0.509259259,0.199642963,595,1,0,6
"Smith County, Kansas",3058,0.580117724,0.580117724,0.562786135,0.017331589,0,0.419882276,0.46054115,0.46054115,0.454386984,0.949830891,0.728783383,0.384660081,0.11040093,0.073794306,0.666472981,0.174898315,1662,0.697954272,0.41576414,0.057761733,1063,599,3631,0.923987882,0.752409804,0.382539245,0.076012118,765,1920,0.7796875,0.760416667,0.903424658,0.871232877,0.096575342,0.019270833,0.486486486,0.513513514,0.2203125,353,0,0,5
"Stafford County, Kansas",3319,0.635432359,0.635432359,0.6122326,0.023199759,0,0.364567641,0.463252726,0.463252726,0.465059055,0.945945946,0.764912281,0.351870079,0.080708661,0.043799213,0.63976378,0.24015748,1804,0.749445676,0.363636364,0.097560976,1230,574,4131,0.895908981,0.67949649,0.379327039,0.104091019,1076,2267,0.811645346,0.781208646,0.867871259,0.833427442,0.132128741,0.0304367,0.217391304,0.782608696,0.188354654,346,0,0,5
"Stanton County, Kansas",1537,0.663630449,0.663630449,0.649967469,0.01366298,0,0.336369551,0.438235294,0.438235294,0.426426426,0.965686275,0.764467005,0.401401401,0.063063063,0.011011011,0.581581582,0.203203203,798,0.79197995,0.364661654,0.023809524,537,261,2079,0.851370851,0.683020683,0.316498316,0.148629149,677,1028,0.857003891,0.836575875,0.854651163,0.85,0.145348837,0.020428016,0,1,0.142996109,83,0,0,5
"Stevens County, Kansas",4157,0.65022853,0.647101275,0.617993745,0.029107529,0.003127255,0.34977147,0.378838328,0.380669145,0.370572207,0.953159851,0.803042122,0.329700272,0.18684313,0.126119112,0.716621253,0.147917478,1958,0.848314607,0.270684372,0.057201226,1442,516,5630,0.843872114,0.711190053,0.230728242,0.156127886,1908,3054,0.760314342,0.724623445,0.888838681,0.876638048,0.111161319,0.035690897,0.587155963,0.412844037,0.239685658,440,1,0,6
"Sumner County, Kansas",18196,0.622939107,0.622939107,0.591283799,0.031655309,0,0.377060893,0.445699162,0.445699162,0.448368808,0.937450375,0.817711274,0.313319082,0.1855191,0.196114881,0.754252254,0.172971466,9188,0.731171093,0.361340879,0.111123204,5947,3241,22853,0.907189428,0.742440817,0.304423927,0.092810572,6132,12989,0.806066672,0.765647856,0.86907994,0.833182504,0.13092006,0.040418816,0.413333333,0.586666667,0.193933328,2182,1,0,6
"Thomas County, Kansas",6273,0.714012434,0.714012434,0.700302885,0.013709549,0,0.285987566,0.488278634,0.488278634,0.491691327,0.958472873,0.79245283,0.32460733,0.10789893,0.048713863,0.687457318,0.191440929,3259,0.851488187,0.267259896,0.059527462,2233,1026,7734,0.926428756,0.780191363,0.256012413,0.073571244,1889,4669,0.862711501,0.844506318,0.924930256,0.895257418,0.075069744,0.018205183,0.835294118,0.164705882,0.137288499,505,1,0,6
"Trego County, Kansas",2435,0.723203285,0.723203285,0.717453799,0.005749487,0,0.276796715,0.457126633,0.457126633,0.457927876,0.975014196,0.753057659,0.291356611,0.156267888,0.088723526,0.637092158,0.253577562,1389,0.843052556,0.318214543,0.026637869,871,518,2819,0.926924441,0.807378503,0.290883292,0.073075559,573,1645,0.918541033,0.913069909,0.911451398,0.903462051,0.088548602,0.005471125,0.555555556,0.444444444,0.081458967,125,1,0,6
"Wabaunsee County, Kansas",5424,0.650442478,0.650073746,0.622418879,0.027654867,0.000368732,0.349557522,0.451530612,0.451786727,0.449940758,0.946114577,0.776378897,0.35485782,0.113151659,0.130627962,0.731635071,0.19757109,2732,0.765373353,0.35102489,0.046852123,1932,800,6820,0.93313783,0.810997067,0.27888563,0.06686217,1777,3864,0.815217391,0.784161491,0.931683168,0.915511551,0.068316832,0.031055901,0.508333333,0.491666667,0.184782609,613,1,0,6
"Wallace County, Kansas",1210,0.67768595,0.67768595,0.641322314,0.036363636,0,0.32231405,0.447560976,0.447560976,0.452319588,0.926829268,0.756578947,0.460051546,0.101804124,0.052835052,0.641752577,0.190721649,594,0.752525253,0.375420875,0.084175084,378,216,1571,0.910884787,0.739019733,0.311266709,0.089115213,440,824,0.883495146,0.839805825,0.895953757,0.878612717,0.104046243,0.04368932,0.111111111,0.888888889,0.116504854,81,1,1,8
"Washington County, Kansas",4459,0.639381027,0.639381027,0.625028033,0.014352994,0,0.360618973,0.452472817,0.452472817,0.456404736,0.969133637,0.777053927,0.305705059,0.169357732,0.106207391,0.721564406,0.171510585,2339,0.763574177,0.386917486,0.047883711,1549,790,5435,0.938546458,0.777736891,0.3275069,0.061453542,1348,2868,0.852859135,0.835425384,0.921118531,0.8860601,0.078881469,0.017433752,0.58,0.42,0.147140865,352,0,0,5
"Wichita County, Kansas",1654,0.677750907,0.677750907,0.662031439,0.015719468,0,0.322249093,0.410347904,0.410347904,0.417351598,0.939339875,0.65337132,0.348858447,0.169863014,0.125114155,0.675799087,0.168949772,890,0.84494382,0.262921348,0.049438202,629,261,2130,0.921126761,0.771830986,0.305164319,0.078873239,591,1142,0.874781086,0.859019264,0.878695209,0.814475025,0.121304791,0.015761821,0.5,0.5,0.125218914,120,1,0,5
"Wilson County, Kansas",7026,0.633361799,0.633361799,0.601053231,0.032308568,0,0.366638201,0.472134831,0.472134831,0.47501776,0.923820225,0.784480662,0.296708501,0.186597206,0.177362065,0.734785697,0.142552688,3873,0.756003098,0.429641105,0.125225923,2444,1429,8727,0.885756847,0.640884611,0.401741721,0.114243153,2173,4824,0.815920398,0.771351575,0.840902983,0.784735286,0.159097017,0.044568823,0.572093023,0.427906977,0.184079602,785,0,0,6
